자치구별,각세별,성별,항목,단위,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년,2024 년
중랑구,29세,남자,주민등록인구(내국인 각세별/구별),,2935,3037,3163,3439,3376,3397,3227
중랑구,29세,여자,주민등록인구(내국인 각세별/구별),,2963,2973,3285,3522,3425,3420,3439
중랑구,30세,합계,주민등록인구(내국인 각세별/구별),,5911,5782,6015,6524,7087,6760,6860
중랑구,30세,남자,주민등록인구(내국인 각세별/구별),,2987,2872,3039,3193,3527,3353,3437
중랑구,30세,여자,주민등록인구(내국인 각세별/구별),,2924,2910,2976,3331,3560,3407,3423
중랑구,31세,합계,주민등록인구(내국인 각세별/구별),,5839,5828,5798,5981,6537,7010,6754
중랑구,31세,남자,주민등록인구(내국인 각세별/구별),,2935,2970,2926,3059,3240,3482,3376
중랑구,31세,여자,주민등록인구(내국인 각세별/구별),,2904,2858,2872,2922,3297,3528,3378
중랑구,32세,합계,주민등록인구(내국인 각세별/구별),,5891,5655,5814,5764,6041,6492,6837
중랑구,32세,남자,주민등록인구(내국인 각세별/구별),,3056,2850,3030,2964,3094,3289,3424
중랑구,32세,여자,주민등록인구(내국인 각세별/구별),,2835,2805,2784,2800,2947,3203,3413
중랑구,33세,합계,주민등록인구(내국인 각세별/구별),,5872,5658,5574,5705,5789,5866,6380
중랑구,33세,남자,주민등록인구(내국인 각세별/구별),,2979,2939,2804,2987,2974,3010,3253
중랑구,33세,여자,주민등록인구(내국인 각세별/구별),,2893,2719,2770,2718,2815,2856,3127
중랑구,34세,합계,주민등록인구(내국인 각세별/구별),,5868,5645,5552,5484,5604,5628,5665
중랑구,34세,남자,주민등록인구(내국인 각세별/구별),,3029,2890,2875,2802,2939,2884,2942
중랑구,34세,여자,주민등록인구(내국인 각세별/구별),,2839,2755,2677,2682,2665,2744,2723
중랑구,35세,합계,주민등록인구(내국인 각세별/구별),,6254,5655,5526,5336,5452,5422,5468
중랑구,35세,남자,주민등록인구(내국인 각세별/구별),,3292,2912,2824,2753,2781,2837,2811
중랑구,35세,여자,주민등록인구(내국인 각세별/구별),,2962,2743,2702,2583,2671,2585,2657
중랑구,36세,합계,주민등록인구(내국인 각세별/구별),,6724,5958,5531,5364,5260,5268,5264
중랑구,36세,남자,주민등록인구(내국인 각세별/구별),,3519,3124,2874,2750,2724,2659,2756
중랑구,36세,여자,주민등록인구(내국인 각세별/구별),,3205,2834,2657,2614,2536,2609,2508
중랑구,37세,합계,주민등록인구(내국인 각세별/구별),,6745,6422,5761,5316,5293,5129,5037
중랑구,37세,남자,주민등록인구(내국인 각세별/구별),,3572,3343,3012,2774,2717,2666,2561
중랑구,37세,여자,주민등록인구(내국인 각세별/구별),,3173,3079,2749,2542,2576,2463,2476
중랑구,38세,합계,주민등록인구(내국인 각세별/구별),,6685,6431,6297,5518,5216,5144,5005
중랑구,38세,남자,주민등록인구(내국인 각세별/구별),,3538,3413,3261,2896,2718,2655,2600
중랑구,38세,여자,주민등록인구(내국인 각세별/구별),,3147,3018,3036,2622,2498,2489,2405
중랑구,39세,합계,주민등록인구(내국인 각세별/구별),,6388,6488,6256,6033,5443,5098,4992
중랑구,39세,남자,주민등록인구(내국인 각세별/구별),,3323,3448,3311,3147,2874,2637,2566
중랑구,39세,여자,주민등록인구(내국인 각세별/구별),,3065,3040,2945,2886,2569,2461,2426
중랑구,40세,합계,주민등록인구(내국인 각세별/구별),,5207,6150,6352,6001,5961,5256,4968
중랑구,40세,남자,주민등록인구(내국인 각세별/구별),,2819,3194,3389,3169,3103,2755,2585
중랑구,40세,여자,주민등록인구(내국인 각세별/구별),,2388,2956,2963,2832,2858,2501,2383
중랑구,41세,합계,주민등록인구(내국인 각세별/구별),,5615,5038,5908,6099,5892,5832,5122
중랑구,41세,남자,주민등록인구(내국인 각세별/구별),,2932,2712,3075,3224,3145,2999,2652
중랑구,41세,여자,주민등록인구(내국인 각세별/구별),,2683,2326,2833,2875,2747,2833,2470
중랑구,42세,합계,주민등록인구(내국인 각세별/구별),,5351,5461,4920,5720,5990,5774,5653
중랑구,42세,남자,주민등록인구(내국인 각세별/구별),,2834,2828,2658,2972,3181,3054,2887
중랑구,42세,여자,주민등록인구(내국인 각세별/구별),,2517,2633,2262,2748,2809,2720,2766
중랑구,43세,합계,주민등록인구(내국인 각세별/구별),,5472,5205,5296,4764,5631,5829,5648
중랑구,43세,남자,주민등록인구(내국인 각세별/구별),,2784,2764,2749,2563,2931,3083,2995
중랑구,43세,여자,주민등록인구(내국인 각세별/구별),,2688,2441,2547,2201,2700,2746,2653
중랑구,44세,합계,주민등록인구(내국인 각세별/구별),,5961,5316,5107,5180,4684,5542,5709
중랑구,44세,남자,주민등록인구(내국인 각세별/구별),,3088,2680,2691,2687,2504,2916,2999
중랑구,44세,여자,주민등록인구(내국인 각세별/구별),,2873,2636,2416,2493,2180,2626,2710
중랑구,45세,합계,주민등록인구(내국인 각세별/구별),,6334,5796,5256,4945,5067,4585,5433
중랑구,45세,남자,주민등록인구(내국인 각세별/구별),,3198,3005,2631,2610,2613,2431,2837
중랑구,45세,여자,주민등록인구(내국인 각세별/구별),,3136,2791,2625,2335,2454,2154,2596
중랑구,46세,합계,주민등록인구(내국인 각세별/구별),,6506,6220,5722,5155,4854,4982,4537
중랑구,46세,남자,주민등록인구(내국인 각세별/구별),,3337,3122,2943,2581,2569,2573,2403
중랑구,46세,여자,주민등록인구(내국인 각세별/구별),,3169,3098,2779,2574,2285,2409,2134
중랑구,47세,합계,주민등록인구(내국인 각세별/구별),,7107,6388,6119,5616,5088,4798,4988
중랑구,47세,남자,주민등록인구(내국인 각세별/구별),,3674,3265,3062,2879,2540,2555,2580
중랑구,47세,여자,주민등록인구(내국인 각세별/구별),,3433,3123,3057,2737,2548,2243,2408
중랑구,48세,합계,주민등록인구(내국인 각세별/구별),,6823,6981,6277,6031,5575,5040,4733
중랑구,48세,남자,주민등록인구(내국인 각세별/구별),,3412,3599,3195,3021,2862,2504,2504
중랑구,48세,여자,주민등록인구(내국인 각세별/구별),,3411,3382,3082,3010,2713,2536,2229
중랑구,49세,합계,주민등록인구(내국인 각세별/구별),,7160,6760,6926,6199,5974,5501,5019
중랑구,49세,남자,주민등록인구(내국인 각세별/구별),,3572,3381,3558,3138,2984,2822,2493
중랑구,49세,여자,주민등록인구(내국인 각세별/구별),,3588,3379,3368,3061,2990,2679,2526
중랑구,50세,합계,주민등록인구(내국인 각세별/구별),,7229,7039,6738,6785,6109,5954,5462
중랑구,50세,남자,주민등록인구(내국인 각세별/구별),,3528,3508,3336,3471,3088,2957,2797
중랑구,50세,여자,주민등록인구(내국인 각세별/구별),,3701,3531,3402,3314,3021,2997,2665
중랑구,51세,합계,주민등록인구(내국인 각세별/구별),,6901,7168,7007,6652,6767,6102,5928
중랑구,51세,남자,주민등록인구(내국인 각세별/구별),,3299,3496,3471,3290,3463,3087,2935
중랑구,51세,여자,주민등록인구(내국인 각세별/구별),,3602,3672,3536,3362,3304,3015,2993
중랑구,52세,합계,주민등록인구(내국인 각세별/구별),,6575,6852,7152,6864,6631,6686,6044
중랑구,52세,남자,주민등록인구(내국인 각세별/구별),,3350,3278,3456,3373,3288,3384,3048
중랑구,52세,여자,주민등록인구(내국인 각세별/구별),,3225,3574,3696,3491,3343,3302,2996
중랑구,53세,합계,주민등록인구(내국인 각세별/구별),,6929,6495,6839,7049,6786,6516,6661
중랑구,53세,남자,주민등록인구(내국인 각세별/구별),,3402,3329,3266,3396,3331,3232,3348
중랑구,53세,여자,주민등록인구(내국인 각세별/구별),,3527,3166,3573,3653,3455,3284,3313
중랑구,54세,합계,주민등록인구(내국인 각세별/구별),,7077,6906,6439,6708,6957,6726,6523
중랑구,54세,남자,주민등록인구(내국인 각세별/구별),,3529,3401,3282,3206,3321,3303,3215
중랑구,54세,여자,주민등록인구(내국인 각세별/구별),,3548,3505,3157,3502,3636,3423,3308
중랑구,55세,합계,주민등록인구(내국인 각세별/구별),,6651,7002,6893,6368,6676,6892,6680
중랑구,55세,남자,주민등록인구(내국인 각세별/구별),,3298,3495,3387,3237,3185,3279,3285
중랑구,55세,여자,주민등록인구(내국인 각세별/구별),,3353,3507,3506,3131,3491,3613,3395
중랑구,56세,합계,주민등록인구(내국인 각세별/구별),,7502,6595,6918,6715,6293,6592,6840
중랑구,56세,남자,주민등록인구(내국인 각세별/구별),,3776,3264,3438,3320,3195,3140,3249
중랑구,56세,여자,주민등록인구(내국인 각세별/구별),,3726,3331,3480,3395,3098,3452,3591
중랑구,57세,합계,주민등록인구(내국인 각세별/구별),,7849,7374,6584,6796,6595,6198,6544
중랑구,57세,남자,주민등록인구(내국인 각세별/구별),,3826,3690,3248,3373,3256,3141,3101
중랑구,57세,여자,주민등록인구(내국인 각세별/구별),,4023,3684,3336,3423,3339,3057,3443
중랑구,58세,합계,주민등록인구(내국인 각세별/구별),,7866,7699,7286,6444,6647,6496,6198
중랑구,58세,남자,주민등록인구(내국인 각세별/구별),,3841,3764,3624,3177,3294,3180,3138
중랑구,58세,여자,주민등록인구(내국인 각세별/구별),,4025,3935,3662,3267,3353,3316,3060
중랑구,59세,합계,주민등록인구(내국인 각세별/구별),,7429,7731,7672,7137,6295,6568,6479
중랑구,59세,남자,주민등록인구(내국인 각세별/구별),,3677,3808,3759,3564,3100,3231,3179
중랑구,59세,여자,주민등록인구(내국인 각세별/구별),,3752,3923,3913,3573,3195,3337,3300
중랑구,60세,합계,주민등록인구(내국인 각세별/구별),,6725,7325,7676,7486,7000,6211,6547
중랑구,60세,남자,주민등록인구(내국인 각세별/구별),,3336,3607,3763,3632,3467,3047,3217
중랑구,60세,여자,주민등록인구(내국인 각세별/구별),,3389,3718,3913,3854,3533,3164,3330
중랑구,61세,합계,주민등록인구(내국인 각세별/구별),,6660,6580,7273,7471,7332,6958,6140
중랑구,61세,남자,주민등록인구(내국인 각세별/구별),,3310,3241,3588,3625,3544,3420,3009
중랑구,61세,여자,주민등록인구(내국인 각세별/구별),,3350,3339,3685,3846,3788,3538,3131
중랑구,62세,합계,주민등록인구(내국인 각세별/구별),,6148,6534,6538,7079,7314,7258,6924
중랑구,62세,남자,주민등록인구(내국인 각세별/구별),,3009,3229,3224,3504,3535,3508,3393
중랑구,62세,여자,주민등록인구(내국인 각세별/구별),,3139,3305,3314,3575,3779,3750,3531
중랑구,63세,합계,주민등록인구(내국인 각세별/구별),,6393,6035,6496,6364,6974,7225,7184
중랑구,63세,남자,주민등록인구(내국인 각세별/구별),,3066,2923,3189,3123,3434,3464,3454
중랑구,63세,여자,주민등록인구(내국인 각세별/구별),,3327,3112,3307,3241,3540,3761,3730
중랑구,64세,합계,주민등록인구(내국인 각세별/구별),,5442,6283,5908,6292,6251,6910,7142
중랑구,64세,남자,주민등록인구(내국인 각세별/구별),,2684,3016,2821,3078,3036,3390,3423
중랑구,64세,여자,주민등록인구(내국인 각세별/구별),,2758,3267,3087,3214,3215,3520,3719
중랑구,65세,합계,주민등록인구(내국인 각세별/구별),,4675,5372,6169,5780,6165,6207,6801
중랑구,65세,남자,주민등록인구(내국인 각세별/구별),,2254,2647,2952,2746,2996,2990,3333
중랑구,65세,여자,주민등록인구(내국인 각세별/구별),,2421,2725,3217,3034,3169,3217,3468
중랑구,66세,합계,주민등록인구(내국인 각세별/구별),,5063,4593,5304,5950,5708,6099,6154
중랑구,66세,남자,주민등록인구(내국인 각세별/구별),,2439,2220,2620,2836,2718,2965,2939
중랑구,66세,여자,주민등록인구(내국인 각세별/구별),,2624,2373,2684,3114,2990,3134,3215
중랑구,67세,합계,주민등록인구(내국인 각세별/구별),,3584,4958,4529,5173,5802,5645,6039
중랑구,67세,남자,주민등록인구(내국인 각세별/구별),,1661,2369,2179,2534,2735,2689,2931
중랑구,67세,여자,주민등록인구(내국인 각세별/구별),,1923,2589,2350,2639,3067,2956,3108
중랑구,68세,합계,주민등록인구(내국인 각세별/구별),,3875,3516,4876,4397,5113,5777,5562
중랑구,68세,남자,주민등록인구(내국인 각세별/구별),,1905,1634,2318,2107,2488,2720,2641
중랑구,68세,여자,주민등록인구(내국인 각세별/구별),,1970,1882,2558,2290,2625,3057,2921
중랑구,69세,합계,주민등록인구(내국인 각세별/구별),,3898,3783,3453,4713,4282,5028,5689
중랑구,69세,남자,주민등록인구(내국인 각세별/구별),,1844,1836,1600,2246,2021,2450,2667
중랑구,69세,여자,주민등록인구(내국인 각세별/구별),,2054,1947,1853,2467,2261,2578,3022
중랑구,70세,합계,주민등록인구(내국인 각세별/구별),,3868,3824,3723,3355,4616,4208,4967
중랑구,70세,남자,주민등록인구(내국인 각세별/구별),,1814,1803,1796,1559,2181,1975,2420
중랑구,70세,여자,주민등록인구(내국인 각세별/구별),,2054,2021,1927,1796,2435,2233,2547
중랑구,71세,합계,주민등록인구(내국인 각세별/구별),,3979,3794,3779,3614,3279,4562,4107
중랑구,71세,남자,주민등록인구(내국인 각세별/구별),,1800,1757,1754,1736,1521,2164,1905
중랑구,71세,여자,주민등록인구(내국인 각세별/구별),,2179,2037,2025,1878,1758,2398,2202
중랑구,72세,합계,주민등록인구(내국인 각세별/구별),,3144,3873,3736,3638,3512,3204,4493
중랑구,72세,남자,주민등록인구(내국인 각세별/구별),,1472,1732,1721,1690,1674,1477,2117
중랑구,72세,여자,주민등록인구(내국인 각세별/구별),,1672,2141,2015,1948,1838,1727,2376
중랑구,73세,합계,주민등록인구(내국인 각세별/구별),,2752,3091,3809,3586,3531,3466,3168
중랑구,73세,남자,주민등록인구(내국인 각세별/구별),,1265,1424,1700,1639,1621,1647,1457
중랑구,73세,여자,주민등록인구(내국인 각세별/구별),,1487,1667,2109,1947,1910,1819,1711
중랑구,74세,합계,주민등록인구(내국인 각세별/구별),,2816,2670,3038,3640,3486,3469,3425
중랑구,74세,남자,주민등록인구(내국인 각세별/구별),,1294,1229,1402,1621,1582,1571,1599
중랑구,74세,여자,주민등록인구(내국인 각세별/구별),,1522,1441,1636,2019,1904,1898,1826
중랑구,75세,합계,주민등록인구(내국인 각세별/구별),,2728,2738,2631,2904,3535,3433,3406
중랑구,75세,남자,주민등록인구(내국인 각세별/구별),,1239,1250,1201,1324,1557,1545,1526
중랑구,75세,여자,주민등록인구(내국인 각세별/구별),,1489,1488,1430,1580,1978,1888,1880
중랑구,76세,합계,주민등록인구(내국인 각세별/구별),,3234,2642,2672,2520,2822,3441,3341
중랑구,76세,남자,주민등록인구(내국인 각세별/구별),,1452,1194,1206,1136,1284,1503,1494
중랑구,76세,여자,주민등록인구(내국인 각세별/구별),,1782,1448,1466,1384,1538,1938,1847
중랑구,77세,합계,주민등록인구(내국인 각세별/구별),,2621,3147,2568,2553,2417,2759,3372
중랑구,77세,남자,주민등록인구(내국인 각세별/구별),,1202,1405,1158,1141,1076,1237,1455
중랑구,77세,여자,주민등록인구(내국인 각세별/구별),,1419,1742,1410,1412,1341,1522,1917
중랑구,78세,합계,주민등록인구(내국인 각세별/구별),,2115,2524,3055,2444,2457,2349,2676
중랑구,78세,남자,주민등록인구(내국인 각세별/구별),,927,1148,1360,1088,1081,1040,1177
중랑구,78세,여자,주민등록인구(내국인 각세별/구별),,1188,1376,1695,1356,1376,1309,1499
중랑구,79세,합계,주민등록인구(내국인 각세별/구별),,2072,2034,2434,2922,2360,2378,2279
중랑구,79세,남자,주민등록인구(내국인 각세별/구별),,897,891,1086,1274,1042,1034,998
중랑구,79세,여자,주민등록인구(내국인 각세별/구별),,1175,1143,1348,1648,1318,1344,1281
중랑구,80세,합계,주민등록인구(내국인 각세별/구별),,1767,2004,1952,2319,2773,2282,2299
중랑구,80세,남자,주민등록인구(내국인 각세별/구별),,755,858,839,1009,1192,988,974
중랑구,80세,여자,주민등록인구(내국인 각세별/구별),,1012,1146,1113,1310,1581,1294,1325
중랑구,81세,합계,주민등록인구(내국인 각세별/구별),,1540,1704,1941,1847,2207,2648,2203
중랑구,81세,남자,주민등록인구(내국인 각세별/구별),,673,726,813,778,957,1117,948
중랑구,81세,여자,주민등록인구(내국인 각세별/구별),,867,978,1128,1069,1250,1531,1255
중랑구,82세,합계,주민등록인구(내국인 각세별/구별),,1337,1454,1628,1814,1738,2100,2543
중랑구,82세,남자,주민등록인구(내국인 각세별/구별),,554,631,680,740,726,911,1052
중랑구,82세,여자,주민등록인구(내국인 각세별/구별),,783,823,948,1074,1012,1189,1491
중랑구,83세,합계,주민등록인구(내국인 각세별/구별),,1221,1278,1376,1502,1686,1643,2016
중랑구,83세,남자,주민등록인구(내국인 각세별/구별),,452,518,585,620,663,659,863
중랑구,83세,여자,주민등록인구(내국인 각세별/구별),,769,760,791,882,1023,984,1153
중랑구,84세,합계,주민등록인구(내국인 각세별/구별),,1022,1148,1200,1269,1369,1583,1562
중랑구,84세,남자,주민등록인구(내국인 각세별/구별),,372,416,469,525,554,609,612
중랑구,84세,여자,주민등록인구(내국인 각세별/구별),,650,732,731,744,815,974,950
중랑구,85세,합계,주민등록인구(내국인 각세별/구별),,820,959,1089,1101,1162,1283,1471
중랑구,85세,남자,주민등록인구(내국인 각세별/구별),,280,335,378,425,476,511,561
중랑구,85세,여자,주민등록인구(내국인 각세별/구별),,540,624,711,676,686,772,910
중랑구,86세,합계,주민등록인구(내국인 각세별/구별),,668,753,868,977,972,1073,1177
중랑구,86세,남자,주민등록인구(내국인 각세별/구별),,217,250,297,317,360,438,457
중랑구,86세,여자,주민등록인구(내국인 각세별/구별),,451,503,571,660,612,635,720
중랑구,87세,합계,주민등록인구(내국인 각세별/구별),,556,590,699,771,852,900,970
중랑구,87세,남자,주민등록인구(내국인 각세별/구별),,157,194,223,260,266,339,385
중랑구,87세,여자,주민등록인구(내국인 각세별/구별),,399,396,476,511,586,561,585
중랑구,88세,합계,주민등록인구(내국인 각세별/구별),,449,504,555,619,678,771,810
중랑구,88세,남자,주민등록인구(내국인 각세별/구별),,102,138,176,188,222,237,297
중랑구,88세,여자,주민등록인구(내국인 각세별/구별),,347,366,379,431,456,534,513
중랑구,89세,합계,주민등록인구(내국인 각세별/구별),,403,411,450,483,538,597,693
중랑구,89세,남자,주민등록인구(내국인 각세별/구별),,100,89,122,150,149,187,211
중랑구,89세,여자,주민등록인구(내국인 각세별/구별),,303,322,328,333,389,410,482
중랑구,90세,합계,주민등록인구(내국인 각세별/구별),,360,355,362,375,421,475,520
중랑구,90세,남자,주민등록인구(내국인 각세별/구별),,76,87,76,93,123,127,153
중랑구,90세,여자,주민등록인구(내국인 각세별/구별),,284,268,286,282,298,348,367
중랑구,91세,합계,주민등록인구(내국인 각세별/구별),,258,326,300,320,308,362,407
중랑구,91세,남자,주민등록인구(내국인 각세별/구별),,63,66,75,62,75,103,107
중랑구,91세,여자,주민등록인구(내국인 각세별/구별),,195,260,225,258,233,259,300
중랑구,92세,합계,주민등록인구(내국인 각세별/구별),,183,227,288,230,261,261,313
중랑구,92세,남자,주민등록인구(내국인 각세별/구별),,42,55,58,52,51,60,89
중랑구,92세,여자,주민등록인구(내국인 각세별/구별),,141,172,230,178,210,201,224
중랑구,93세,합계,주민등록인구(내국인 각세별/구별),,144,158,187,224,186,208,225
중랑구,93세,남자,주민등록인구(내국인 각세별/구별),,30,35,50,40,46,36,52
중랑구,93세,여자,주민등록인구(내국인 각세별/구별),,114,123,137,184,140,172,173
중랑구,94세,합계,주민등록인구(내국인 각세별/구별),,113,123,137,156,182,156,173
중랑구,94세,남자,주민등록인구(내국인 각세별/구별),,25,26,34,43,31,37,30
중랑구,94세,여자,주민등록인구(내국인 각세별/구별),,88,97,103,113,151,119,143
중랑구,95세,합계,주민등록인구(내국인 각세별/구별),,102,98,101,100,127,151,132
중랑구,95세,남자,주민등록인구(내국인 각세별/구별),,28,27,17,25,37,24,31
중랑구,95세,여자,주민등록인구(내국인 각세별/구별),,74,71,84,75,90,127,101
중랑구,96세,합계,주민등록인구(내국인 각세별/구별),,84,82,73,74,79,88,107
중랑구,96세,남자,주민등록인구(내국인 각세별/구별),,16,23,20,10,19,25,18
중랑구,96세,여자,주민등록인구(내국인 각세별/구별),,68,59,53,64,60,63,89
중랑구,97세,합계,주민등록인구(내국인 각세별/구별),,54,66,65,51,56,63,68
중랑구,97세,남자,주민등록인구(내국인 각세별/구별),,15,13,15,13,7,10,20
중랑구,97세,여자,주민등록인구(내국인 각세별/구별),,39,53,50,38,49,53,48
중랑구,98세,합계,주민등록인구(내국인 각세별/구별),,44,45,51,42,36,41,44
중랑구,98세,남자,주민등록인구(내국인 각세별/구별),,9,12,11,8,8,6,10
중랑구,98세,여자,주민등록인구(내국인 각세별/구별),,35,33,40,34,28,35,34
중랑구,99세,합계,주민등록인구(내국인 각세별/구별),,30,35,37,30,23,28,27
중랑구,99세,남자,주민등록인구(내국인 각세별/구별),,1,8,9,6,3,5,4
중랑구,99세,여자,주민등록인구(내국인 각세별/구별),,29,27,28,24,20,23,23
중랑구,100세 이상+,합계,주민등록인구(내국인 각세별/구별),,169,186,206,67,51,53,60
중랑구,100세 이상+,남자,주민등록인구(내국인 각세별/구별),,42,41,49,18,10,8,12
중랑구,100세 이상+,여자,주민등록인구(내국인 각세별/구별),,127,145,157,49,41,45,48
성북구,합계,합계,주민등록인구(내국인 각세별/구별),,435868,442650,437153,430528,430397,425602,421560
성북구,합계,남자,주민등록인구(내국인 각세별/구별),,211904,214437,210810,207578,206961,204171,202003
성북구,합계,여자,주민등록인구(내국인 각세별/구별),,223964,228213,226343,222950,223436,221431,219557
성북구,0세,합계,주민등록인구(내국인 각세별/구별),,2150,2172,2013,1920,1823,1696,1722
성북구,0세,남자,주민등록인구(내국인 각세별/구별),,1135,1112,1016,1023,942,873,888
성북구,0세,여자,주민등록인구(내국인 각세별/구별),,1015,1060,997,897,881,823,834
성북구,1세,합계,주민등록인구(내국인 각세별/구별),,2537,2427,2217,2052,2038,1878,1772
성북구,1세,남자,주민등록인구(내국인 각세별/구별),,1291,1268,1138,1027,1076,965,906
성북구,1세,여자,주민등록인구(내국인 각세별/구별),,1246,1159,1079,1025,962,913,866
성북구,2세,합계,주민등록인구(내국인 각세별/구별),,2994,2688,2380,2209,2041,2008,1832
성북구,2세,남자,주민등록인구(내국인 각세별/구별),,1511,1392,1244,1135,1027,1056,932
성북구,2세,여자,주민등록인구(내국인 각세별/구별),,1483,1296,1136,1074,1014,952,900
성북구,3세,합계,주민등록인구(내국인 각세별/구별),,3158,3116,2594,2454,2250,1988,1950
성북구,3세,남자,주민등록인구(내국인 각세별/구별),,1637,1582,1345,1284,1152,1003,1012
성북구,3세,여자,주민등록인구(내국인 각세별/구별),,1521,1534,1249,1170,1098,985,938
성북구,4세,합계,주민등록인구(내국인 각세별/구별),,3183,3260,3016,2631,2477,2226,1970
성북구,4세,남자,주민등록인구(내국인 각세별/구별),,1638,1673,1514,1349,1291,1152,992
성북구,4세,여자,주민등록인구(내국인 각세별/구별),,1545,1587,1502,1282,1186,1074,978
성북구,5세,합계,주민등록인구(내국인 각세별/구별),,3187,3257,3218,3001,2631,2390,2198
성북구,5세,남자,주민등록인구(내국인 각세별/구별),,1610,1681,1652,1501,1357,1254,1142
성북구,5세,여자,주민등록인구(내국인 각세별/구별),,1577,1576,1566,1500,1274,1136,1056
성북구,6세,합계,주민등록인구(내국인 각세별/구별),,3600,3251,3173,3243,3012,2594,2359
성북구,6세,남자,주민등록인구(내국인 각세별/구별),,1864,1614,1622,1648,1512,1345,1239
성북구,6세,여자,주민등록인구(내국인 각세별/구별),,1736,1637,1551,1595,1500,1249,1120
성북구,7세,합계,주민등록인구(내국인 각세별/구별),,3607,3600,3163,3185,3272,2989,2570
성북구,7세,남자,주민등록인구(내국인 각세별/구별),,1846,1859,1564,1633,1656,1500,1324
성북구,7세,여자,주민등록인구(내국인 각세별/구별),,1761,1741,1599,1552,1616,1489,1246
성북구,8세,합계,주민등록인구(내국인 각세별/구별),,3577,3648,3503,3143,3185,3213,2939
성북구,8세,남자,주민등록인구(내국인 각세별/구별),,1808,1877,1810,1567,1631,1624,1474
성북구,8세,여자,주민등록인구(내국인 각세별/구별),,1769,1771,1693,1576,1554,1589,1465
성북구,9세,합계,주민등록인구(내국인 각세별/구별),,3330,3575,3545,3488,3151,3115,3183
성북구,9세,남자,주민등록인구(내국인 각세별/구별),,1731,1801,1818,1801,1579,1596,1627
성북구,9세,여자,주민등록인구(내국인 각세별/구별),,1599,1774,1727,1687,1572,1519,1556
성북구,10세,합계,주민등록인구(내국인 각세별/구별),,3560,3340,3484,3515,3494,3091,3048
성북구,10세,남자,주민등록인구(내국인 각세별/구별),,1846,1726,1733,1787,1795,1550,1560
성북구,10세,여자,주민등록인구(내국인 각세별/구별),,1714,1614,1751,1728,1699,1541,1488
성북구,11세,합계,주민등록인구(내국인 각세별/구별),,3871,3517,3272,3428,3528,3416,3053
성북구,11세,남자,주민등록인구(내국인 각세별/구별),,1997,1828,1680,1703,1803,1776,1535
성북구,11세,여자,주민등록인구(내국인 각세별/구별),,1874,1689,1592,1725,1725,1640,1518
성북구,12세,합계,주민등록인구(내국인 각세별/구별),,3454,3820,3394,3201,3411,3431,3310
성북구,12세,남자,주민등록인구(내국인 각세별/구별),,1754,1971,1773,1645,1712,1745,1736
성북구,12세,여자,주민등록인구(내국인 각세별/구별),,1700,1849,1621,1556,1699,1686,1574
성북구,13세,합계,주민등록인구(내국인 각세별/구별),,3386,3479,3759,3373,3228,3361,3384
성북구,13세,남자,주민등록인구(내국인 각세별/구별),,1784,1767,1946,1756,1643,1683,1731
성북구,13세,여자,주민등록인구(내국인 각세별/구별),,1602,1712,1813,1617,1585,1678,1653
성북구,14세,합계,주민등록인구(내국인 각세별/구별),,3785,3412,3431,3739,3379,3198,3333
성북구,14세,남자,주민등록인구(내국인 각세별/구별),,1964,1797,1737,1929,1757,1640,1662
성북구,14세,여자,주민등록인구(내국인 각세별/구별),,1821,1615,1694,1810,1622,1558,1671
성북구,15세,합계,주민등록인구(내국인 각세별/구별),,3848,3828,3375,3436,3809,3360,3205
성북구,15세,남자,주민등록인구(내국인 각세별/구별),,1973,1995,1774,1734,1943,1747,1638
성북구,15세,여자,주민등록인구(내국인 각세별/구별),,1875,1833,1601,1702,1866,1613,1567
성북구,16세,합계,주민등록인구(내국인 각세별/구별),,3858,3883,3776,3346,3456,3771,3348
성북구,16세,남자,주민등록인구(내국인 각세별/구별),,1945,2002,1975,1767,1765,1926,1757
성북구,16세,여자,주민등록인구(내국인 각세별/구별),,1913,1881,1801,1579,1691,1845,1591
성북구,17세,합계,주민등록인구(내국인 각세별/구별),,4268,3909,3872,3773,3373,3428,3742
성북구,17세,남자,주민등록인구(내국인 각세별/구별),,2158,1995,1997,1970,1771,1748,1904
성북구,17세,여자,주민등록인구(내국인 각세별/구별),,2110,1914,1875,1803,1602,1680,1838
성북구,18세,합계,주민등록인구(내국인 각세별/구별),,4831,4410,3942,3872,3840,3371,3433
성북구,18세,남자,주민등록인구(내국인 각세별/구별),,2464,2213,1969,1985,1993,1763,1760
성북구,18세,여자,주민등록인구(내국인 각세별/구별),,2367,2197,1973,1887,1847,1608,1673
성북구,19세,합계,주민등록인구(내국인 각세별/구별),,5225,5504,4840,4303,4644,4575,4117
성북구,19세,남자,주민등록인구(내국인 각세별/구별),,2567,2686,2334,2020,2207,2213,2017
성북구,19세,여자,주민등록인구(내국인 각세별/구별),,2658,2818,2506,2283,2437,2362,2100
성북구,20세,합계,주민등록인구(내국인 각세별/구별),,5515,5771,5903,5197,5084,5237,5196
성북구,20세,남자,주민등록인구(내국인 각세별/구별),,2582,2685,2674,2364,2187,2304,2331
성북구,20세,여자,주민등록인구(내국인 각세별/구별),,2933,3086,3229,2833,2897,2933,2865
성북구,21세,합계,주민등록인구(내국인 각세별/구별),,5893,5947,6079,6178,5789,5501,5469
